,Name,Link,Distance,Date,id_course,Year,nom,annee,nb_pts_mont,pays,type_partic,pct_route,pct_piste,pct_sentier,challenge,championnat,inscr_nb,inscr_dt_min,inscr_dt_max,inscr_sur_place,inscr_tarif,inscr_tarif_devise,nb_etp,latitude,longitude,pays_arrivee,ville_depart,ville_arrivee,pays_depart,inscr_site,heure_depart,dist_tot,deniv_tot,deniv_neg_tot,nb_pts,temps_max
5089,Ultra Sierra Nevada 2020 - Trail 62.90 K,https://itra.run/race/2870,62.90 km, 28/11/2020,2870,2020,Trail,2020,8,ES,solo,15,55,30,Spain Ultra Cup M,Spain Ultra Cup,450,2019-11-01,2020-11-12,1,0.0,0,1,37.2997,-3.12762,ES,Beas de Granada,Estación de Esquí de Pradollano,ES,http://www.ultrasierranevada.com/#!registrations/c22qs,2020-11-28 06:00:00,62.90,3580,2520,3,54000
5090,Ultra Sierra Nevada 2020 - Maratón 40.00 K,https://itra.run/race/5037,40.00 km, 28/11/2020,5037,2020,Maratón,2020,8,ES,solo,20,50,30,,,450,2019-11-01,2020-11-12,1,0.0,0,1,37.2997,-3.12762,ES,Quentar,Estación de Esquí de Pradollano,ES,http://www.ultrasierranevada.com/#!inscripcionusn/c1fuy,2020-11-28 10:00:00,40.00,2900,1600,2,36000
5091,Fast 50 Ultra 2020 - Flying Colours 50k 51.30 K,https://itra.run/race/23111,51.30 km, 28/11/2020,23111,2020,Flying Colours 50k,2020,5,HK,solo,10,80,10,,,500,2019-11-10,2020-03-01,1,0.0,0,1,0.0,0.0,,HK island near Parkview,,,https://raceregistration.asia/flyingcolours/select_competition,2020-11-28 08:00:00,51.30,2410,2410,3,54000
5092,3 Días Trail Ibiza-Ultra Ibiza 2020 - Ultra Ibiza 83.80 K,https://itra.run/race/7909,83.80 km, 28/11/2020,7909,2020,Ultra ibiza,2020,4,ES,solo,10,30,60,Ultra ibiza,,275,2020-04-01,2020-12-22,0,0.0,0,1,38.9044,1.31781,,Sant Antoni de Portmany,Sant Josep de sa Talaia,,https://www.trailibiza.com,2020-11-28 06:00:00,83.80,3500,3310,4,54000
5093,Kleiner Kobolt 2020 - Kobolt 140 Km 136.40 K,https://itra.run/race/877,136.40 km, 28/11/2020,877,2020,KoBoLT 140 Km,2020,,DE,solo,10,30,60,,,66,2019-12-02,2020-08-27,0,0.0,0,1,50.7359,7.10066,,Koblenz,Bonn,,https://,2020-11-28 11:00:00,136.40,5140,5270,-1,104400
5094,Kleiner Kobolt 2020 - Kobolt 99 Km 136.40 K,https://itra.run/race/878,136.40 km, 28/11/2020,878,2020,KoBoLT 99 Km,2020,,DE,solo,10,30,60,,,48,2019-12-02,2020-08-27,1,0.0,0,1,50.7359,7.10066,,Rengsdorf,Bonn,,http://www.kleiner-kobolt.de/deutsch/anmeldung-zur-einladung-2015/,2020-11-28 14:00:00,136.40,5140,5260,-1,86400
5095,Ultra Trail Serra De Montsant 2020 - Ultratrail 105.60 K,https://itra.run/race/714,105.60 km, 28/11/2020,714,2020,UltraTrail,2020,,ES,solo,2,44,54,RUN THE WORLD,RUN THE WORLD,300,2020-02-17,2020-10-08,0,0.0,0,1,41.3223,0.876135,ES,ULLDEMOLINS,ULLDEMOLINS,ES,http://www.naturetime.es,2020-11-28 08:30:00,105.60,4460,4460,-1,90000
5096,Ultra Trail Serra De Montsant 2020 - Half Trail Serra Montsant 56.70 K,https://itra.run/race/3941,56.70 km, 28/11/2020,3941,2020,Half Trail Serra Montsant,2020,5,ES,solo,52,16,32,,RUN THE WORLD,200,2020-02-17,2020-11-21,0,0.0,0,1,41.3223,0.876135,ES,ULLDEMOLINS,ULLDEMOLINS,ES,http://www.naturetime.es/2020-ultra-trail-serra-montsant-17-oct/,2020-11-28 08:00:00,56.70,2630,2630,3,46800
5097,Utms - Mascota 2020 - 100k 93.10 K,https://itra.run/race/17943,93.10 km, 28/11/2020,17943,2020,100K,2020,5,MX,solo,8,50,42,Ultra Trail México Series,,0,2019-12-31,2020-11-28,0,0.0,0,1,20.5533,-104.763,,"Mascota, Jalisco","Mascota, Jalisco",,,2020-11-28 05:00:00,93.10,3440,3440,4,57600
5098,Utms - Mascota 2020 - 50k 47.00 K,https://itra.run/race/17945,47.00 km, 28/11/2020,17945,2020,50k,2020,5,MX,solo,5,50,45,Ultra Trail México Series,,200,2019-12-31,2020-11-28,1,0.0,0,1,20.5533,-104.763,,"Mascota, Jalisco","Mascota, Jalisco",,,2020-11-28 06:00:00,47.00,1730,1730,2,36000
5099,Lament Świętokrzyski 2020 - L37 37.30 K,https://itra.run/race/21151,37.30 km, 28/11/2020,21151,2020,L37,2020,2,PL,solo,5,50,45,,,300,2020-02-14,2020-11-03,1,0.0,0,1,50.8486,20.8224,,Górno,Górno,,https://lamentswietokrzyski.pl/,2020-11-28 10:00:00,37.30,770,770,2,0
5100,Lament Świętokrzyski 2020 - L84 84.20 K,https://itra.run/race/21153,84.20 km, 28/11/2020,21153,2020,L84,2020,3,PL,solo,5,75,20,,,150,2020-02-14,2020-11-03,1,0.0,0,1,50.8486,20.8224,,Górno,Górno,,https://lamentswietokrzyski.pl/,2020-11-28 03:00:00,84.20,2330,2330,3,0
5101,Trail Del Cinghiale  2020 - Trail Del Cinghiale 30 29.30 K,https://itra.run/race/10337,29.30 km, 28/11/2020,10337,2020,Trail del Cinghiale 30,2020,6,IT,solo,3,52,45,,,350,2020-04-02,2020-11-20,1,0.0,0,1,44.1136,11.5477,,Palazzuolo sul Senio,,,https://www.traildelcinghialerace.com,2020-11-28 08:00:00,29.30,1590,1590,2,25200
5102,Trail Del Cinghiale  2020 - Trail Del Cinghiale 60 63.10 K,https://itra.run/race/15119,63.10 km, 28/11/2020,15119,2020,Trail del Cinghiale 60,2020,6,IT,solo,2,45,53,,,200,2020-04-02,2020-11-20,1,0.0,0,1,44.1136,11.5477,,Palazzuolo sul Senio,,,https://www.traildelcinghialerace.com,2020-11-28 06:00:00,63.10,3480,3480,3,54000
5103,Hk168 2020 - 55km 54.70 K,https://itra.run/race/4101,54.70 km, 28/11/2020,4101,2020,55KM,2020,6,HK,solo,10,10,80,,,150,2020-03-09,2020-11-09,0,0.0,0,1,22.4758,114.362,,Tai Mei Tuk,Ta,,https://raceregistration.asia/hk1682020/select_competition,2020-11-28 09:00:00,54.70,3190,3180,3,72000
5104,Hk168 2020 - Half168 87.80 K,https://itra.run/race/4099,87.80 km, 28/11/2020,4099,2020,Half168,2020,7,HK,solo,10,10,80,,,200,2020-03-09,2020-11-09,0,0.0,0,1,22.4741,114.235,,Tai Mei Tuk,Tai Mei Tuk,,https://raceregistration.asia/hk1682020/select_competition,2020-11-28 09:00:00,87.80,5280,5280,4,108000
5105,Ida Ultra 2020 - Ida Half Ultra 66.40 K,https://itra.run/race/14307,66.40 km, 28/11/2020,14307,2020,İda Half Ultra,2020,4,TR,solo,5,60,35,Challenge,İda Half Ultra,200,2020-04-01,2020-11-16,1,0.0,0,1,39.6716,26.8853,,Yeşilyurt,Edremit,,http://www.idaultra.com/tr/index.html,2020-11-28 07:00:00,66.40,2680,2830,3,46800
5106,Ida Ultra 2020 114.00 K,https://itra.run/race/13157,114.00 km, 28/11/2020,13157,2020,İda Ultra,2020,4,TR,solo,15,60,25,Challenge,,200,2020-04-01,2020-11-16,1,0.0,0,1,39.6716,26.8853,,Yeşilyurt,Edremit,,http://www.idaultra.com/tr/index.html,2020-11-28 07:00:00,114.00,4270,4410,5,82800
5107,Tramuntanatravessa 2020 - 1/2 Ttcmm 59.00 K,https://itra.run/race/6367,59.00 km, 28/11/2020,6367,2020,1/2 TTCMM,2020,4,ES,solo,5,40,55,,,500,2020-04-01,2020-11-15,0,0.0,0,1,39.6963,2.69867,,Andratx,Bunyola,,http://www.elitechip.net/,2020-11-28 08:00:00,59.00,1920,2060,3,43200
5108,Ida Ultra 2020 - Run Zeus 36.20 K,https://itra.run/race/10233,36.20 km, 28/11/2020,10233,2020,Run Zeus,2020,4,TR,solo,5,60,35,Challenge,Run Zeus,500,2020-04-01,2020-11-16,1,0.0,0,1,39.5795,26.7378,,Yeşilyurt,Altınoluk/Edremit,,http://www.idaultra.com/tr/index.html,2020-11-28 09:00:00,36.20,1480,1520,2,25200
5109,Pouncho'clock 2020 - Pouncho'clock (25 Boucles) 158.50 K,https://itra.run/race/26427,158.50 km, 28/11/2020,26427,2020,Pouncho'Clock (25 boucles),2020,8,FR,solo,25,0,75,,,100,2020-08-01,2020-11-28,1,60.0,EUR,1,0.0,0.0,FR,Millau,Millau,FR,https://www.pounchoclock.com,2020-11-28 12:00:00,158.50,11930,11930,6,86400
5110,Pouncho'clock 2020 - Pouncho'clock (20 Boucles) 126.60 K,https://itra.run/race/26473,126.60 km, 28/11/2020,26473,2020,Pouncho'Clock (20 boucles),2020,8,FR,solo,30,0,70,,,100,2020-08-01,2020-11-28,1,75.0,EUR,1,0.0,0.0,FR,Millau,Millau,FR,https://www.pounchoclock.com,2020-11-28 12:00:00,126.60,9520,9520,5,86400
5111,Pouncho'clock 2020 - Pouncho'clock (16 Boucles) 101.20 K,https://itra.run/race/26475,101.20 km, 28/11/2020,26475,2020,Pouncho'clock (16 boucles),2020,8,FR,solo,30,0,70,,,100,2020-08-01,2020-11-28,1,75.0,EUR,1,0.0,0.0,FR,Millau,Millau,FR,https://www.pounchoclock.com,2020-11-28 12:00:00,101.20,7620,7620,4,86400
5112,Pouncho'clock 2020 - Pouncho'clock (13 Boucles) 82.20 K,https://itra.run/race/26477,82.20 km, 28/11/2020,26477,2020,Pouncho'clock (13 boucles),2020,8,FR,solo,30,0,70,,,100,2020-08-01,2020-11-28,1,75.0,EUR,1,0.0,0.0,FR,Millau,Millau,FR,https://www.pounchoclock.com,2020-11-28 12:00:00,82.20,6190,6190,3,86400
5113,Pouncho'clock 2020 - Pouncho'clock (9 Boucles) 56.80 K,https://itra.run/race/26479,56.80 km, 28/11/2020,26479,2020,Pouncho'Clock (9 boucles),2020,8,FR,solo,30,0,70,,,100,2020-08-01,2020-11-28,1,75.0,EUR,1,0.0,0.0,FR,Millau,Millau,FR,https://www.pounchoclock.com,2020-11-28 12:00:00,56.80,4290,4290,2,86400
5114,Pouncho'clock 2020 - Pouncho'clock (5 Boucles) 31.50 K,https://itra.run/race/26481,31.50 km, 28/11/2020,26481,2020,Pouncho'clock (5 boucles),2020,9,FR,solo,30,0,70,,,100,2020-08-01,2020-11-28,1,75.0,EUR,1,0.0,0.0,FR,Millau,Millau,FR,https://www.pounchoclock.com,2020-11-28 12:00:00,31.50,2380,2380,1,86400
5115,Flying Colours Hk Trail 2020 - Flying Colours Hk Trail (10km) 10.60 K,https://itra.run/race/26551,10.60 km, 28/11/2020,26551,2020,Flying Colours HK Trail (10km),2020,,HK,team,50,0,50,,,250,2020-06-18,2020-11-15,,1025.0,USD,1,0.0,0.0,HK,Tai Tam Country Park BBQ,Tai Tam Country Park BBQ,HK,https://flyingcolourshktrail.com/,2020-11-28 10:00:00,10.60,480,480,-1,50400
5116,Ćićarija Trail Run 2020 - Ćićarija Trail Run | Brest 26.90 K,https://itra.run/race/27423,26.90 km, 28/11/2020,27423,2020,Ćićarija Trail Run | Brest,2020,4,HR,solo,5,28,67,Ćićarija Trail Run,,150,2020-10-08,2020-12-19,1,12.0,EUR,1,45.4556,14.0051,HR,Brest,Brest,HR,https://srk.sportbox.hr,2020-11-28 10:00:00,26.90,980,980,1,18000
5117,On The Winter's Edge 2020 - Побачити Чорногору (27-33km) 30.50 K,https://itra.run/race/27617,30.50 km, 28/11/2020,27617,2020,ПОБАЧИТИ ЧОРНОГОРУ (27-33km),2020,8,UA,solo,0,0,100,,,200,2020-10-01,2020-11-26,0,20.0,EUR,1,0.0,0.0,UA,Bilyy Slon camp,Bilyy Slon camp,UA,https://acs.ture.ua/po-kraiu-zymy/,2020-11-28 10:00:00,30.50,1760,1770,2,28800
5118,On The Winter's Edge 2020 - Вертикальний Кілометр (10km) 9.40 K,https://itra.run/race/27618,9.40 km, 28/11/2020,27618,2020,ВЕРТИКАЛЬНИЙ КІЛОМЕТР (10km),2020,16,UA,solo,0,0,100,,,200,2020-10-01,2020-10-26,0,15.0,EUR,1,0.0,0.0,UA,Bilyy Slon camping,Smotrych mtn.,UA,https://acs.ture.ua/po-kraiu-zymy/,2020-11-28 10:00:00,9.40,1180,30,0,10800
5119,5th Wenling Doumi Peak 50 Trail 2020 - 50k 51.50 K,https://itra.run/race/22811,51.50 km, 28/11/2020,22811,2020,50K,2020,6,CN,solo,6,28,66,,,500,2020-09-05,2020-11-04,0,45.0,EUR,1,0.0,0.0,CN,温岭市温峤镇,温岭市温峤镇,CN,https://,2020-11-28 08:00:00,51.50,2850,2840,3,39600
5120,5th Wenling Doumi Peak50 Trail 2020 - 5th Wenling Doumi Peak35 Trail 37.00 K,https://itra.run/race/27646,37.00 km, 28/11/2020,27646,2020,5Th Wenling Doumi Peak35 Trail,2020,6,CN,solo,15,15,70,,,300,2020-09-04,2020-11-04,0,35.0,EUR,1,0.0,0.0,CN,温岭市温峤镇,温岭市温峤镇,CN,https://,2020-11-28 08:00:00,37.00,1990,1990,2,25200
5121,Yangxian 100  Ultra Trail Challenge 2020 - 100 Km 95.10 K,https://itra.run/race/10861,95.10 km, 28/11/2020,10861,2020,100 KM,2020,5,CN,solo,13,2,85,,,100,2020-07-22,2020-11-10,0,100.0,USD,1,31.3496,119.817,,Wuxi Yixing,Wuxi Yixing,,http://wuxiyuyue.com,2020-11-28 07:00:00,95.10,4710,4710,4,115200
5122,Yangxian 100  Ultra Trail Challenge 2020 - 50 Km 50.00 K,https://itra.run/race/10871,50.00 km, 28/11/2020,10871,2020,50 Km,2020,6,CN,solo,12,2,86,,,100,2020-07-18,2020-11-10,0,50.0,USD,1,31.3496,119.817,,Wuxi Yixing,Wuxi Yixing,,http://wuxiyuyue.com,2020-11-28 07:30:00,50.00,2850,2890,3,59400
5123,Yangxian 100  Ultra Trail Challenge 2020 - 25km 24.60 K,https://itra.run/race/20817,24.60 km, 28/11/2020,20817,2020,25KM,2020,5,CN,solo,12,2,86,,,150,2020-07-22,2020-11-10,0,30.0,USD,1,31.3496,119.817,,Wuxi Yixing,Wuxi Yixing,,http://wuxiyuyue.com,2020-11-28 08:00:00,24.60,1210,1250,1,32400
5124,Formosa Trail 2020 - Formosa Trail 40km 38.70 K,https://itra.run/race/5150,38.70 km, 28/11/2020,5150,2020,Formosa Trail 40km,2020,8,TW,solo,15,65,20,,,200,2020-04-13,2020-09-28,0,70.0,USD,1,23.9667,120.969,,Puli,Puli,,http://www.formosatrail.com/,2020-11-28 05:30:00,38.70,2340,2340,2,46800
5125,Formosa Trail 2020 - Formosa Trail 16km 15.80 K,https://itra.run/race/5151,15.80 km, 28/11/2020,5151,2020,Formosa Trail 16km,2020,5,TW,solo,15,50,35,,,500,2020-04-13,2020-09-28,0,55.0,USD,1,23.9667,120.969,,Puli,Puli,,http://www.formosatrail.com/,2020-11-28 08:00:00,15.80,700,700,0,16200
5126,Formosa Trail 2020 - Formosa Ultra-Trail® 104km 103.60 K,https://itra.run/race/5152,103.60 km, 28/11/2020,5152,2020,Formosa Ultra-Trail® 104km,2020,7,TW,solo,17,48,35,,,250,2020-04-13,2020-09-28,0,150.0,USD,1,23.9667,120.969,,Puli,Puli,,http://www.formosatrail.com/,2020-11-28 04:00:00,103.60,5620,5620,5,104400
5127,Formosa Trail 2020 - Formosa Trail 75km 76.50 K,https://itra.run/race/5153,76.50 km, 28/11/2020,5153,2020,Formosa Trail 75km,2020,7,TW,solo,16,50,34,,,200,2020-04-13,2020-09-28,0,120.0,USD,1,23.9667,120.969,,Puli,Puli,,http://www.formosatrail.com/,2020-11-28 04:00:00,76.50,4080,4080,4,72000
5128,Ut.Wumeng Grass Plain 100km 2020 - 100km 96.80 K,https://itra.run/race/27870,96.80 km, 28/11/2020,27870,2020,100KM,2020,10,CN,solo,29,20,51,,,80,2020-11-05,2020-11-18,0,91.195,USD,1,26.7967,104.371,CN,panzhou,panzhou,CN,https://www.cnsaixun.com,2020-11-28 08:00:00,96.80,6900,6900,5,129600
5129,Ut.Wumeng Grass Plain 100km 2020 - 50km 48.20 K,https://itra.run/race/27874,48.20 km, 28/11/2020,27874,2020,50KM,2020,10,CN,solo,9,17,74,,,120,2020-11-05,2020-11-18,0,60.6375,USD,1,26.7967,104.371,CN,Panzhou,Panzhou,CN,https://www.cnsaixun.com,2020-11-28 08:00:00,48.20,3510,3510,3,61200
5130,Ut.Wumeng Grass Plain 100km 2020 - 20km 24.00 K,https://itra.run/race/27876,24.00 km, 28/11/2020,27876,2020,20KM,2020,10,CN,solo,9,8,83,,,220,2020-11-05,2020-11-18,0,25.5957,USD,1,0.0,0.0,CN,Panzhou,Panzhou,CN,https://www.cnsaixun.com,2020-11-28 08:00:00,24.00,1830,1830,1,32400
5131,Quad Dipsea 2020 45.70 K,https://itra.run/race/1869,45.70 km, 28/11/2020,1869,2020,QUAD DIPSEA,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,36.7015,-118.756,,,,,,2020-11-28 00:00:00,45.70,2800,2800,-1,0
5132,Salomon To The Top Of Hk Challenge 2020 - Salomon Ttthk Challenge 26km 26.40 K,https://itra.run/race/17405,26.40 km, 29/11/2020,17405,2020,Salomon TTTHK Challenge 26km,2020,6,HK,solo,10,30,60,,,300,2019-08-07,2020-11-15,1,0.0,0,1,22.4069,114.106,,Tsuen Kam Au,Tsuen Kam Au,,https://www.race-easy.com,2020-11-29 09:00:00,26.40,1420,1420,1,28800
5133,Salomon To The Top Of Hk Challenge 2020 - Salomon Ttthk Challenge 40km 40.20 K,https://itra.run/race/17407,40.20 km, 29/11/2020,17407,2020,Salomon TTTHK Challenge 40km,2020,6,HK,solo,10,30,60,,,300,2019-08-07,2020-11-15,1,0.0,0,1,22.4069,114.106,,Sham Tseng,Tsuen Kam Au,,https://www.race-easy.com/,2020-11-29 08:00:00,40.20,2150,1690,2,32400
5134,Descubriendo Paraguaná Trail 2020 - Dpt 50 Km  51.90 K,https://itra.run/race/4957,51.90 km, 29/11/2020,4957,2020,DPT 50 Km ,2020,,VE,solo,15,49,36,,,60,2019-12-02,2020-05-06,1,0.0,0,1,7.18646,-64.5687,,Santa Ana de Paraguaná,Santa Ana de Paraguaná,,https://www.descubriendoparaguana.com.ve,2020-11-29 06:00:00,51.90,2380,2380,-1,43200
5135,Kleiner Kobolt 2020 - Auge Um Auge Kobolt 72.90 K,https://itra.run/race/21085,72.90 km, 29/11/2020,21085,2020,Auge um Auge KoBoLT,2020,,DE,solo,10,30,60,,,30,2020-11-29,2020-11-29,0,0.0,0,1,50.7359,7.10066,,Bonn,Bonn,,https://www.kleiner-kobolt.de,2020-11-29 00:00:00,72.90,3030,3030,-1,46800
5136,Globallimits Cambodia-Ancient Khmer Path 2020 - Globallimits Cambodia  225.00 K,https://itra.run/race/9607,225.00 km, 29/11/2020,9607,2020,GlobalLimits Cambodia ,2020,1,KH,solo,10,20,70,,,0,2020-01-01,2020-11-01,1,0.0,0,6,11.5752,104.926,,,,,http://global-limits.com,2020-11-29 07:00:00,225.00,1800,1790,4,0
5137,Hk168 2020 - 20km 19.40 K,https://itra.run/race/6579,19.40 km, 29/11/2020,6579,2020,20KM,2020,7,HK,solo,10,10,80,,,250,2020-03-09,2020-11-09,0,0.0,0,1,22.4741,114.235,,Tai Mei Tuk,Tai Mei Tuk,,https://raceregistration.asia/hk1682020/select_competition,2020-11-29 09:00:00,19.40,1190,1190,1,21600
5138,Trail Event Les Saint Cyriennes 2020 - Trail Du Littoral 28.10 K,https://itra.run/race/15511,28.10 km, 29/11/2020,15511,2020,TRAIL DU LITTORAL,2020,3,FR,solo,10,5,85,,,300,2020-08-12,2020-11-27,1,0.0,0,1,43.181,5.71152,,SAINT CYR SUR MER,SAINT CYR SUR MER,,,2020-11-29 08:30:00,28.10,980,980,1,18900
5139,Trail Tres Cerros Palentinos 2020 12.00 K,https://itra.run/race/25717,12.00 km, 29/11/2020,25717,2020,TRAIL TRES CERROS PALENTINOS,2020,3,ES,solo,10,30,60,,Cpto Autonomico Trail Categorias menores,300,2020-09-13,2020-11-26,0,0.0,0,1,42.4096,-4.6161,ES,PALENCIA,palencia,ES,https://,2020-11-29 11:00:00,12.00,330,330,0,7200
5140,Olne Spa Olne 2020 70.10 K,https://itra.run/race/23,70.10 km, 29/11/2020,23,2020,Olne Spa Olne,2020,4,BE,solo,15,40,45,,,600,2020-06-29,2020-11-18,0,20.0,EUR,1,50.5901,5.74799,BE,Hall omnisports  OLNE,OLNE,BE,https://www.courirpourleplaisir.be,2020-11-29 08:00:00,70.10,2440,2450,3,46800
5141,Siming Mountain Trail Running 2020 - Siming - 55k 55.20 K,https://itra.run/race/27522,55.20 km, 29/11/2020,27522,2020,SIMING - 55K,2020,6,CN,solo,12,50,38,,,400,2020-10-23,2020-11-01,0,20.0,USD,1,0.0,0.0,CN,"Zhangshui, Ningbo","Zhangshui, Ningbo",CN,https://iranshao.com,2020-11-29 08:00:00,55.20,2970,2970,3,50400
5142,Siming Mountain Trail Running 2020 - Siming - 31k 30.90 K,https://itra.run/race/27523,30.90 km, 29/11/2020,27523,2020,SIMING - 31K,2020,6,CN,solo,12,55,33,,,300,2020-10-22,2020-10-22,0,15.0,USD,1,0.0,0.0,CN,"Zhangshui, Ningbo","Zhangshui, Ningbo",CN,https://iranshao.com,2020-11-29 08:00:00,30.90,1660,1660,2,0
5143,Ultra Trail Serra De Montsant 2020 - Trail Serra Montsant 10k 9.90 K,https://itra.run/race/27563,9.90 km, 29/11/2020,27563,2020,TRAIL SERRA MONTSANT 10K,2020,7,ES,solo,1,17,82,EVADICT TRAILSERIES COSTA DAURADA,,200,2020-10-01,2020-11-21,0,0.0,EUR,1,41.3223,0.876135,ES,ULLDEMOLINS,ULLDEMOLINS,ES,http://www.naturetime.es/2020-ultra-trail-serra-montsant-17-oct/,2020-11-29 09:00:00,9.90,620,600,0,10800
5144,Trail Am 2020 - Trail Longo 35.20 K,https://itra.run/race/27602,35.20 km, 29/11/2020,27602,2020,Trail Longo,2020,5,PT,solo,0,62,38,,,200,2020-10-29,2020-11-20,0,15.0,EUR,1,41.5757,-8.68631,PT,Barcelos,Barcelos,PT,https://www.amigosdamontanha.com/_trail_amigos_da_montanha_38,2020-11-29 08:00:00,35.20,1650,1650,2,28800
5145,Trail Am 2020 - Trail Curto 18.20 K,https://itra.run/race/27603,18.20 km, 29/11/2020,27603,2020,Trail Curto,2020,5,PT,solo,0,67,33,,,200,2020-10-29,2020-11-20,1,10.0,EUR,1,41.5757,-8.68631,PT,Barcelos,Barcelos,PT,https://www.amigosdamontanha.com/_trail_amigos_da_montanha_38,2020-11-29 09:00:00,18.20,860,870,1,18000
5146,Huangshan ·she County Town 2020 - 30km 32.10 K,https://itra.run/race/27772,32.10 km, 29/11/2020,27772,2020,30KM,2020,6,CN,solo,19,25,56,,,400,2020-10-20,2020-11-22,1,45.0,USD,1,0.0,0.0,CN,南源口大桥广场,九砂舞秋广场,CN,https://https://mp.weixin.qq.com/s/rBsDHA2SVuke0PrPvvwcZw,2020-11-29 07:30:00,32.10,1590,1580,2,27000
5147,Xiamen Beichen Moutain Trail 2020 64.20 K,https://itra.run/race/27787,64.20 km, 29/11/2020,27787,2020,Xiamen Beichen Moutain Trail,2020,5,CN,solo,10,20,70,,,300,2020-02-01,2020-11-15,1,80.0,EUR,1,0.0,0.0,CN,Xiamen,Xiamen,CN,https://www.xiamentiyu.com/#/match/matchInfo/5c07ab7b304811ea95a1fa163eb7cc52,2020-11-29 08:00:00,64.20,2780,2780,3,54000
5148,Descubriendo Paraguaná Trail 2020 - Dpt 30 Km  31.60 K,https://itra.run/race/22555,31.60 km, 30/11/2020,22555,2020,DPT 30 Km ,2020,,VE,solo,18,45,37,,,50,2019-12-02,2020-05-04,1,0.0,0,1,21.7353,-78.7964,,Santa Ana de Paraguana,Santa Ana de Paraguana,,https://www.descubriendoparaguana.com.ve,2020-11-30 06:00:00,31.60,1350,1350,-1,32400
5149,Annapurna Ultra 2020 204.00 K,https://itra.run/race/24751,204.00 km, 30/11/2020,24751,2020,Annapurna Ultra,2020,6,NP,solo,0,50,50,,,100,2019-06-01,2020-10-31,0,2300.0,EUR,6,28.2095,83.9914,,Pokhara,Pokhara,,https://www.annapurnaultra.com/race-details/,2020-11-30 08:00:00,204.00,11460,11710,4,0
5150,Le Treg® Simien Trail 2020 113.10 K,https://itra.run/race/22119,113.10 km, 30/11/2020,22119,2020,Le Treg® Simien Trail,2020,7,ET,solo,0,20,80,,,50,2020-03-01,2020-10-18,0,2400.0,EUR,5,12.6104,37.4668,ET,Gondar,Gondar,ET,http://www.le-treg.com/simien-en,2020-11-30 08:00:00,113.10,5240,4270,3,48780
5151,Lantau 70 2020 69.70 K,https://itra.run/race/20515,69.70 km, 30/11/2020,20515,2020,Lantau 70,2020,6,HK,solo,5,35,60,,,500,2020-04-29,2020-11-30,1,7.0,EUR,1,36.1623,-5.35644,HK,Mui Wo Lantau,Mui Wo,HK,http://www.thetrailhub.com,2020-11-30 08:00:00,69.70,3610,3610,3,64800
5152,Ultra-Trail Cape Town 2020 - 100km 97.10 K,https://itra.run/race/2812,97.10 km, 30/11/2020,2812,2020,100KM,2020,5,ZA,solo,10,4,86,,,300,0000-00-00,0000-00-00,1,0.0,0,1,-33.929,18.4174,,Cape Town,Cape Town,,http://www.ultratrailcapetown.com/,2020-11-30 04:00:00,97.10,4270,4270,4,61800
5153,Cluj Ecotrail Ultramarathon 2020 - Cluj Ecotrail Cross 14k 14.50 K,https://itra.run/race/25821,14.50 km, 01/12/2020,25821,2020,Cluj EcoTrail Cross 14k,2020,3,RO,solo,26,10,64,,,300,2020-06-01,2020-11-24,0,30.0,EUR,1,0.0,0.0,RO,Cluj Napoca,ClujNapoca,RO,https://clujecotrail.com,2020-12-01 08:00:00,14.50,440,440,0,10800
5154,Oman By Utmb 2020 - 100km 100.00 K,https://itra.run/race/13687,100.00 km, 03/12/2020,13687,2020,100Km,2020,,OM,solo,1,19,80,,,1000,2020-01-06,2020-11-27,0,0.0,0,1,23.1171,57.2868,,Birkat Al Mawz,Al Hamra,,http://oman.reg.livetrail.net,2020-12-03 19:30:00,100.00,6000,6000,-1,126000
5155,Epic Trail Run Azores 2020 - Epic110 107.00 K,https://itra.run/race/18819,107.00 km, 04/12/2020,18819,2020,EPIC110,2020,7,PT,solo,8,28,64,,Associação Trail Running Portugal Championship,150,2020-04-03,2020-11-22,1,0.0,0,1,37.7174,-25.4347,,Nordeste village,Vila Franca do Campo,,http://www.epictrailrunazores.com/,2020-12-04 23:00:00,107.00,6030,6130,5,97200
5156,Cross Country Adventure 2020 - Cross Country Adventure.100k 100.00 K,https://itra.run/race/24581,100.00 km, 04/12/2020,24581,2020,CROSS COUNTRY ADVENTURE.100k,2020,,AR,solo,10,10,80,,,0,,,0,0.0,0,3,-32.2183,-58.1356,,colon,,,,2020-12-04 12:00:00,100.00,0,0,-1,0
5157,La Saintélyon 2020 76.60 K,https://itra.run/race/113,76.60 km, 04/12/2020,113,2020,La SaintéLyon,2020,3,FR,solo,35,0,65,,,7000,2020-04-06,2020-12-04,1,0.0,EUR,1,45.6963,4.73595,,Saint-Etienne,Lyon,,https://www.sport16.fr/saintelyon2020/website/select_competition,2020-12-04 23:30:00,76.60,2040,2370,3,57600
